customer_id,age,monthly_spend,tenure_months,support_tickets,last_login_days,contract_type,payment_method,region,num_products,discount_used,avg_session_minutes,churn
1245,65,78.2,50,6,43,Monthly,UPI,West,3,0,6.2,0
1246,62,45.93,25,4,28,Monthly,Bank Transfer,South,2,0,21.8,1
1247,58,222.12,20,0,9,Annual,Card,West,3,0,74.6,1
1248,41,71.6,65,2,26,Monthly,Wallet,North,5,1,13.3,1
1249,54,100.49,15,5,28,Monthly,Bank Transfer,North,2,0,91.3,1
1250,39,92.53,66,8,28,Monthly,Bank Transfer,East,4,0,31.7,1
1251,55,141.49,55,1,13,Monthly,Card,South,5,1,63.2,1
1252,24,84.91,30,4,26,Monthly,Card,North,4,1,61.7,1
1253,58,110.45,65,1,18,Monthly,UPI,East,3,0,30.3,1
1254,46,147.44,19,4,43,Annual,UPI,East,3,0,54.8,0
1255,40,64.2,28,6,41,Monthly,UPI,East,5,0,19.5,0
1256,56,57.08,9,4,6,Monthly,Bank Transfer,East,2,1,90.6,1
1257,52,73.4,20,5,20,Monthly,Bank Transfer,East,4,0,5.4,1
1258,42,310.08,40,7,35,Annual,Bank Transfer,East,1,0,63.1,0
1259,61,102.92,65,0,37,Monthly,Card,North,5,1,74.2,1
1260,30,132.04,18,7,32,Monthly,Card,East,5,0,40.7,1
1261,53,43.31,62,5,2,Monthly,Card,South,2,1,25.9,1
1262,50,219.36,14,8,40,Annual,Card,East,3,1,57.1,1
1263,37,74.32,46,5,31,Monthly,Wallet,West,4,0,50.2,1
1264,44,155.44,54,5,7,Quarterly,UPI,South,4,1,48.1,0
1265,29,70.8,8,2,16,Quarterly,Card,South,2,1,58.9,1
1266,49,111.81,22,3,26,Quarterly,Bank Transfer,West,5,0,76.5,1
1267,50,142.12,50,2,6,Quarterly,Card,West,1,0,52.0,0
1268,59,99.03,12,7,42,Monthly,UPI,North,2,0,85.7,1
1269,35,195.74,45,1,27,Annual,Bank Transfer,West,2,1,47.9,1
1270,21,165.75,49,3,44,Quarterly,Card,North,3,1,37.6,1
1271,38,217.09,53,8,35,Annual,Card,South,4,0,38.3,0
1272,63,93.84,13,3,32,Monthly,Card,South,4,1,77.1,0
1273,30,113.51,9,4,14,Monthly,Bank Transfer,North,3,0,59.8,0
1274,24,323.71,57,0,12,Annual,UPI,West,5,1,22.5,0
1275,62,74.5,52,5,42,Monthly,Card,East,4,1,57.7,0
1276,58,80.65,29,3,29,Monthly,Wallet,East,4,0,28.5,0
1277,37,264.89,57,6,36,Annual,UPI,East,4,0,73.2,1
1278,25,75.16,30,5,26,Monthly,UPI,South,3,0,68.1,1
1279,32,105.79,24,3,31,Monthly,Card,East,2,0,71.2,1
1280,27,109.24,1,8,2,Monthly,Card,West,4,1,60.9,0
1281,53,114.24,7,8,27,Monthly,Card,South,4,0,50.2,1
1282,65,74.6,13,5,23,Monthly,UPI,West,5,1,21.8,1
1283,47,352.47,36,7,11,Annual,Card,West,5,0,93.1,0
1284,33,117.17,61,0,11,Monthly,Wallet,South,4,1,17.1,1
1285,57,106.64,8,3,16,Monthly,Card,South,4,0,45.5,1
1286,28,77.11,69,2,18,Monthly,UPI,South,3,1,65.6,0
1287,30,283.4,54,6,4,Annual,Bank Transfer,East,1,0,35.9,0
1288,44,281.16,53,2,11,Annual,Bank Transfer,West,1,0,70.5,1
1289,25,323.66,4,6,33,Annual,Bank Transfer,North,1,0,28.6,1
1290,61,82.94,4,0,42,Monthly,Bank Transfer,South,3,1,82.8,0
1291,55,101.31,68,8,19,Monthly,Bank Transfer,West,3,1,53.6,1
1292,29,60.26,63,7,19,Monthly,Bank Transfer,North,1,1,76.8,1
1293,36,60.96,49,3,16,Monthly,UPI,West,1,1,61.3,0
1294,55,160.55,24,2,18,Annual,Card,North,1,1,60.6,0
1295,32,300.72,57,0,14,Annual,Card,South,1,0,6.3,0
1296,23,85.94,8,4,25,Monthly,UPI,South,1,1,21.3,1
1297,45,249.09,26,7,6,Annual,Card,North,5,0,47.6,0
1298,54,72.01,26,5,3,Monthly,Bank Transfer,East,2,0,26.2,1
1299,23,182.55,48,1,15,Quarterly,UPI,South,2,1,13.2,0
1300,65,33.93,30,5,35,Monthly,Card,West,3,1,71.0,1
1301,56,99.15,24,8,22,Monthly,UPI,South,3,1,29.8,1
1302,37,38.16,24,0,39,Monthly,Bank Transfer,West,3,0,33.9,1
1303,30,164.82,15,1,33,Quarterly,Card,East,1,0,80.2,1
1304,45,207.27,7,5,14,Quarterly,Bank Transfer,East,5,0,6.2,1
1305,44,93.01,48,0,39,Quarterly,Wallet,West,3,0,71.1,1
1306,45,102.67,23,8,35,Monthly,Bank Transfer,South,4,0,74.0,1
1307,56,68.98,69,7,22,Monthly,Card,South,3,1,81.0,1
1308,45,298.71,47,7,28,Annual,Wallet,East,4,0,70.4,1
1309,35,133.93,71,8,35,Monthly,Card,East,5,0,13.5,1
1310,40,89.28,10,5,30,Monthly,Card,South,2,1,79.3,1
1311,57,96.45,45,6,26,Monthly,UPI,East,1,0,72.3,1
1312,41,116.95,20,0,43,Monthly,Card,South,4,1,72.8,1
1313,51,110.88,34,1,25,Quarterly,Card,West,5,1,74.6,1
1314,60,181.53,10,4,27,Annual,Bank Transfer,South,3,0,15.1,0
1315,31,155.31,19,7,2,Annual,Bank Transfer,West,2,0,66.7,0
1316,30,197.2,44,1,19,Annual,UPI,North,4,1,7.0,0
1317,30,148.29,68,0,16,Quarterly,UPI,West,2,0,30.6,1
1318,38,178.88,14,0,18,Quarterly,Wallet,East,4,0,93.2,1
1319,33,99.15,6,3,33,Monthly,Bank Transfer,North,3,1,49.1,0
1320,53,119.74,50,0,35,Monthly,Card,East,3,0,18.7,1
1321,61,96.62,55,4,38,Quarterly,Card,South,3,1,53.8,1
1322,54,160.45,21,5,4,Annual,Card,South,5,0,21.6,0
1323,40,122.15,20,3,6,Monthly,Wallet,East,2,0,7.4,1
1324,22,68.1,18,8,38,Monthly,UPI,West,4,1,21.6,0
1325,38,257.02,27,1,11,Annual,Card,South,4,1,66.9,0
1326,41,53.12,67,1,28,Monthly,Wallet,North,4,0,84.0,1
1327,24,68.36,37,7,10,Monthly,Card,East,4,1,60.2,0
1328,28,105.32,51,6,20,Monthly,Bank Transfer,South,4,0,21.1,1
1329,31,203.63,58,5,5,Annual,Card,North,5,1,70.4,1
1330,42,161.63,21,2,11,Quarterly,UPI,South,1,1,32.7,0
1331,21,107.28,64,7,34,Quarterly,Card,West,1,1,26.4,1
1332,56,82.88,7,2,9,Monthly,Bank Transfer,South,1,1,8.3,1
1333,47,239.66,72,2,29,Annual,Card,East,5,1,88.8,1
1334,56,116.16,36,5,33,Monthly,Bank Transfer,North,4,0,67.6,1
1335,65,152.91,55,5,16,Quarterly,UPI,East,5,1,88.4,0
1336,35,196.77,16,0,29,Annual,Wallet,North,1,0,77.0,1
1337,33,136.2,40,4,32,Quarterly,Card,North,5,1,74.0,0
1338,33,59.73,61,0,41,Monthly,Card,West,2,1,19.0,0
1339,24,348.37,72,8,1,Annual,Card,East,2,1,77.0,0
1340,61,62.01,24,1,19,Monthly,Card,West,3,0,29.4,1
1341,32,27.83,12,7,32,Monthly,UPI,South,1,1,86.4,1
1342,27,270.13,27,0,29,Annual,Wallet,South,4,0,5.4,1
1343,54,281.99,40,3,20,Annual,UPI,North,2,0,30.8,1
1344,60,106.9,71,5,17,Quarterly,Card,East,2,1,56.7,1
1345,64,96.8,55,6,11,Monthly,Card,North,5,1,60.5,0
1346,50,211.79,13,7,19,Quarterly,Card,West,4,1,25.9,0
1347,63,53.61,59,7,1,Monthly,UPI,East,1,1,15.2,1
1348,46,317.26,72,1,19,Annual,UPI,East,5,1,41.1,0
1349,65,182.98,44,8,44,Quarterly,UPI,West,2,0,64.6,1
1350,56,68.5,52,1,38,Monthly,Card,East,1,1,34.5,1
1351,21,319.3,69,4,24,Annual,UPI,West,5,1,22.6,0
1352,48,117.99,2,8,25,Annual,Wallet,North,2,1,10.6,1
1353,39,177.89,41,6,25,Annual,Card,West,4,1,54.1,0
1354,30,63.8,18,0,4,Monthly,UPI,South,1,0,69.9,1
1355,50,144.61,24,7,32,Annual,UPI,West,4,1,39.6,0
1356,38,94.85,5,0,36,Monthly,Bank Transfer,East,4,1,15.2,0
1357,38,87.54,32,7,40,Monthly,Card,North,1,1,60.2,1
1358,42,91.56,38,2,2,Monthly,Wallet,East,5,1,70.4,0
1359,60,71.3,65,1,17,Monthly,Bank Transfer,South,3,0,60.4,0
1360,63,50.08,31,7,11,Monthly,UPI,East,5,0,35.9,0
1361,45,100.0,27,5,3,Monthly,Card,South,3,0,9.7,1
1362,64,340.25,68,6,0,Annual,Bank Transfer,South,3,1,39.4,1
1363,48,143.12,43,4,17,Quarterly,UPI,East,1,1,63.9,1
1364,42,72.47,71,0,43,Quarterly,Wallet,East,1,0,6.1,1
1365,22,162.31,16,1,5,Quarterly,Card,South,5,0,38.8,1
1366,39,41.19,36,6,44,Monthly,Wallet,West,3,1,19.6,0
1367,37,144.73,51,2,41,Monthly,Card,South,4,0,17.9,1
1368,25,43.98,3,7,9,Monthly,UPI,West,1,0,64.8,0
1369,52,89.9,70,3,0,Monthly,Card,North,4,1,15.9,0
1370,62,116.71,11,7,18,Monthly,Bank Transfer,East,2,0,54.9,1
1371,52,25.67,18,0,12,Monthly,Bank Transfer,South,1,0,49.0,1
1372,22,123.22,52,1,13,Monthly,Card,North,5,1,89.6,0
1373,52,88.88,32,2,0,Quarterly,Bank Transfer,North,2,0,86.4,0
1374,28,129.95,9,3,27,Monthly,UPI,South,3,1,34.2,1
1375,58,138.12,19,6,10,Monthly,Card,East,3,0,44.5,0
1376,22,294.94,23,1,45,Annual,Card,North,5,1,42.5,1
1377,47,17.17,24,7,39,Monthly,Card,North,1,1,36.3,1
1378,55,107.17,36,0,12,Monthly,Bank Transfer,South,1,0,66.7,0
1379,39,50.62,6,1,3,Monthly,Card,West,5,0,19.2,1
1380,47,61.38,30,1,20,Monthly,UPI,East,2,0,26.3,1
1381,48,71.05,23,6,23,Monthly,Wallet,West,2,1,69.8,1
